143992 elementi trovati.
freschezza tale : 16
freschissima soprammodo : 16
freschissime erbe : 16
fresco della : 16
fresco e : 16
fresco opportuno : 16
fresco se : 16
fresco sopra : 16
fresco un : 16
frescura invitava : 16
frestone avr : 16
frestone o : 16
fretta ad : 16
fretta batt : 16
fretta che : 32
fretta con : 16
fretta del : 16
fretta di : 16
fretta e : 16
fretta i : 16
fretta la : 16
fretta le : 16
fretta nel : 16
fretta onde : 16
fretta per : 32
fretta sal : 16
frette tanto : 16
frettolosa della : 16
frettolosamente con : 16
frettolosamente facevasi : 16
frettolose e : 16
frettolosi corridori : 16
frettolosi ed : 16
frettoloso a : 16
frettoloso incontro : 16
friggere delle : 16
frigger pastumi : 16
friscale delle : 16
fritone e : 16
frittata rognosa : 16
fritto che : 16
frivole e : 16
frodare la : 16
frodato del : 16
frode d' : 16
frode e : 16
frodi del : 16
frombola non : 16
fronde e : 16
frondi di : 32
frondi drizzate : 16
frondosi arbori : 16
fronte ai : 32
fronte al : 16
fronte alla : 32
fronte alle : 16
fronte che : 16
fronte con : 16
fronte degli : 16
fronte dei : 16
fronte del : 16
fronte della : 16
fronte delle : 16
fronte di : 176
fronte e : 32
fronte il : 32
fronte lo : 16
fronte questo : 16
fronte un : 16
frontino che : 16
frottole e : 16
frottole ed : 16
frugando allora : 16
frugandone ogni : 16
frugato tra : 16
fruito nei : 16
frumento al : 16
frumento toccati : 16
frusta ad : 16
frusta cominci : 16
frustano in : 16
frustare e : 16
frustare per : 16
frustare tanta : 16
frustar me : 16
frustarono la : 16
frustarsi di : 32
frustarsi quando : 16
frustarvi o : 16
frustata aggiungeva : 16
frustata e : 16
frustata per : 16
frustate a : 32
frustate abernunzio : 16
frustate al : 16
frustate alle : 16
frustate applicategli : 16
frustate cadono : 16
frustate che : 128
frustate con : 32
frustate da : 16
frustate debbono : 16
frustate delle : 16
frustate di : 32
frustate e : 16
frustate indispensabili : 16
frustate ma : 16
frustate me : 16
frustate meritava : 16
frustate mi : 32
frustate non : 32
frustate per : 32
frustate si : 32
frustate ti : 16
frustati subito : 16
frustato non : 16
frustatura stanotte : 16
frustava per : 16
frusti di : 16
frusti me : 16
frusti uno : 16
frutta ancora : 16
frutta che : 16
frutta degne : 16
frutta di : 16
frutta e : 16
fruttaiuola che : 16
fruttaiuola non : 16
frutta per : 16
frutta saporite : 16
frutta secche : 32
frutta sono : 16
frutte non : 16
frutti di : 16
frutto acquistato : 16
frutto che : 16
frutto degli : 16
frutto dei : 16
frutto del : 16
frutto delle : 16
frutto di : 16
frutto ed : 16
frutto non : 16
frutto saporoso : 16
fu a : 32
fu abborrito : 16
fu accolto : 48
fu accompagnato : 16
fu addosso : 16
fu afflittissimo : 16
fu affronto : 16
fu al : 32
fu alfonso : 16
fu all' : 16
fu alla : 16
fu allevata : 16
fu allontanato : 16
fu allora : 32
fu amadigi : 16
fu amareggiata : 16
fu amata : 16
fu anche : 32
fu aperta : 16
fu aperto : 16
fu appena : 48
fu applicato : 16
fu appunto : 16
fu argomento : 16
fu armato : 16
fu assai : 16
fu assicurata : 16
fu autore : 16
fu avversa : 16
fu bagattelle : 16
fu bastonato : 16
fu bello : 16
fu ben : 16
fu bisogno : 16
fu buona : 16
fu burla : 16
fu cagione : 64
fu calata : 16
fu cara : 16
fu causa : 16
fu cavaliere : 32
fu cavato : 16
fu celebrata : 16
fu certamente : 16
fu ch' : 32
fu che : 224
fu chiamato : 32
fu chiesto : 32
fucine fabbric : 16
fu colta : 48
fu colto : 32
fu comandato : 16
fu come : 48
fu compagno : 16
fu composto : 16
fu concesso : 16
fu condizione : 16
fu condotta : 16
fu conosciuta : 16
fu conosciuto : 48
fu consapevole : 16
fu consegnata : 16
fu convertito : 16
fu cos : 32
fu cosa : 32
fu costretto : 16
fu costui : 16
fu creato : 16
fu d' : 32
fu da : 160
fu daga : 16
fu dallo : 16
fu dato : 80
fu deciso : 16
fu del : 16
fu della : 32
fu desto : 16
fu detto : 112
fu di : 224
fu difficile : 16
fu disarmare : 16
fu discacciato : 16
fu distolto : 16
fu distrutta : 16
fu don : 144
fu dotata : 16
fu dove : 16
fu eccetto : 16
fu egli : 16
fu enea : 16
fuerint nubila : 16
fu eseguita : 32
fu eseguito : 32
fu esimio : 16
fu esperto : 16
fu essa : 16
fu fatto : 64
fu figlia : 16
fu forza : 64
fuga ci : 16
fuga con : 32
fuga dal : 16
fuga di : 48
fuga in : 32
fuga la : 32
fuga sola : 16
fuga tentata : 16
fu generale : 32
fu generato : 16
fuggano i : 32
fuggano le : 16
fuggano per : 16
fugge chi : 16
fugge fagli : 16
fugge il : 16
fuggendo o : 16
fuggendo via : 16
fugge via : 32
fuggi da : 16
fuggi questi : 16
fuggiranno giammai : 16
fuggir come : 16
fuggire a : 16
fuggire che : 16
fuggire con : 16
fuggire da : 16
fuggire don : 16
fuggire ed : 16
fuggire il : 32
fuggire per : 96
fuggire senza : 32
fuggire studiatamente : 16
fuggire tutta : 16
fuggire tutti : 32
fuggirne eternamente : 16
fuggirono colle : 16
fuggirsegli l' : 16
fuggisse lo : 16
fuggisse loro : 16
fuggisse scavalcando : 16
fuggissi in : 16
fuggita dalla : 16
fuggiti i : 16
fuggiti insieme : 16
fuggitiva capra : 16
fuggitiva ninfa : 16
fuggitivi avrebbero : 16
fuggitivi e : 16
fuggitivi erano : 16
fuggitivo enea : 64
fuggito e : 16
fuggito insieme : 16
fuggito per : 16
fuggitosene gi : 16
fuggito si : 16
fuggito unitamente : 16
fuggiva dal : 16
fuggiva fosse : 16
fuggivano senza : 16
fuggiva perseguitata : 16
fuggivi tu : 16
fu gi : 80
fugite partes : 16
fu governatore : 32
fu gran : 48
fu grande : 16
fu gratissimo : 16
fu guadagnato : 16
fu guardiano : 16
fui affezionato : 16
fui all' : 16
fui allevata : 16
fui allevato : 16
fui bastonato : 16
fui che : 16
fui collocato : 16
fui colto : 48
fui da : 16
fui dell' : 16
fui della : 16
fui don : 16
fui donzello : 16
fui gi : 16
fui guardiano : 16
fui in : 16
fui interrogata : 16
fui io : 16
fu il : 544
fu imitato : 16
fu impedito : 16
fu impossibile : 16
fu in : 144
fu incantato : 32
fu incanto : 16
fu indicibilmente : 16
fu ingannato : 16
fu innamorato : 16
fui nottetempo : 16
fu intemperante : 16
fu interrotto : 16
fu inteso : 16
fui pazzo : 32
fui poi : 16
fui quell' : 16
fui raccolta : 16
fui ricoperto : 16
fui scavalcato : 16
fui scimunito : 16
fui sempre : 16
fui soldato : 16
fui solo : 16
fu istituito : 16
fui tale : 16
fui tentata : 16
fui un : 16
fu l' : 80
fu la : 336
fu lasciata : 32
fu letta : 32
fu levato : 32
fu liberato : 16
fulminate da : 16
fulminatrici saette : 16
fulmine contro : 16
fulmine di : 16
fu lo : 32
fu lodata : 16
fu lucinda : 16
fu maggior : 16
fu mai : 192
fu mal : 16
fu mangiato : 16
fumanti di : 16
fu meravigliato : 16
fu mestieri : 16
fumi da : 16
fu mio : 16
fummo accolti : 16
fummo da : 16
fummo scoperti : 16
fumo alle : 16
fumo dal : 16
fumo delle : 16
fumo il : 16
fumo la : 32
fu molto : 48
fumo sarebbe : 16
fumo vadano : 16
fu n : 16
fune a : 16
fune alla : 16
fune ancora : 16
funebre all' : 16
funebre cipresso : 16
fune camminai : 16
fune che : 32
fune con : 16
fune dal : 16
fune della : 16
fune e : 16
fune in : 16
fu nel : 16
fu nell' : 16
fu nella : 32
fune medesima : 16
funerale di : 16
funerali che : 16
funereo abbigliamento : 16
fune senz' : 16
funesta mia : 32
funestate la : 16
funesta tragedia : 16
funesti avvenimenti : 16
funesti effetti : 16
funesti mi : 16
funesto momento : 16
funesto presagio : 16
funesto rimbombo : 16
funicella che : 16
funicella cui : 32
funicella e : 16
funi e : 16
funi per : 16
funi vol : 16
fu non : 16
fu noto : 16
fu obbligato : 16
fuochi incirca : 16
fuoco colla : 16
fuoco come : 16
fuoco da : 16
fuoco dagli : 16
fuoco dei : 16
fuoco di : 16
fuoco e : 16
fuoco ed : 16
fuoco gli : 16
fuoco ha : 16
fuoco in : 16
fuoco lontano : 32
fuoco mostra : 16
fuoco nei : 16
fuoco nella : 16
fuoco non : 16
fuoco per : 32
fuoco qualche : 16
fuoco senza : 16
fuoco tra : 16
fu ognuno : 16
fu onore : 16
fu opera : 32
fuora a : 32
fuora col : 16
fuora con : 16
fuora dal : 16
fuora dalla : 16
fuora di : 16
fuora e : 16
fuora i : 16
fuora in : 16
fuora le : 16
fuora per : 16
fuora quasi : 16
fuora senza : 16
fuora un : 16
fuor camiciola : 16
fuor che : 16
fuor d' : 16
fuor del : 48
fuor delle : 16
fuor di : 160
fu ordinato : 16
fuor fuora : 16
fuori accompagnato : 16
fuori alla : 16
fuori altres : 16
fuori altri : 16
fuori anche : 16
fuori che : 64
fuori con : 32
fuori d' : 32
fuori da' : 16
fuori da : 48
fuori dal : 48
fuori dalla : 64
fuori dalle : 16
fuori dallo : 16
fuori del : 192
fuori dell' : 96
fuori della : 160
fuori delle : 16
fuori dette : 16
fuori di : 1040
fuori dicendo : 16
fuori don : 16
fuori e : 64
fuori gemiti : 16
fuori i : 16
fuori il : 16
fuori in : 16
fuori l' : 16
fuori la : 80
fuori le : 16
fuori malambruno : 16
fuori netta : 16
fuori nomi : 16
fuori non : 16
fuori per : 64
fuori qualche : 16
fuori quanto : 16
fuori quello : 32
fuori raggi : 16
fuori sancetta : 16
fuori sentenze : 16
fuori senza : 32
fuori tali : 16
fuori talvolta : 16
fuori tante : 16
fuori tanto : 16
fuori teresa : 16
fuori tra : 16
fuori troppa : 16
fuori tutto : 32
fuori un' : 16
fuori un : 48
fuori una : 80
fuor quello : 64
fuorusciti e : 16
fu pagano : 16
fu parecchie : 16
fu parere : 16
fu partecipe : 16
fu pastore : 16
fu per : 176
fu perch : 16
fu perci : 16
fu pi : 16
fu poco : 16
fu poi : 48
fu portato : 16
fu possibile : 144
fu posta : 32
fu posto : 64
fu potuto : 16
fu povero : 16
fu presa : 16
fu preso : 48
fu presto : 32
fu principio : 16
fu proferita : 16
fu pronto : 16
fu proposta : 16
fu prospero : 16
fu provato : 16
fu puntualmente : 16
fu pure : 16
fu quando : 32
fu quasi : 32
fu quel : 16
fu quell' : 16
fu quella : 64
fu quello : 80
fu questa : 64
fu questo : 64
fu quindi : 16
fu raccolta : 16
fu raccolto : 16
fu raccomandato : 16
fu raggiunto : 16
furbesco e : 16
furbi incantatori : 16
furbi vituperosi : 16
furbo a : 16
furbo di : 32
furbo e : 16
fu regalato : 16
furfante che : 48
furfante chi : 16
furfante come : 32
furfante e : 16
furfante indegno : 16
furfantello che : 16
furfante quello : 16
furfanterie delle : 16
furia a : 16
furia and : 16
furia che : 96
furia cominci : 16
furia contro : 16
furia da : 16
furia del : 16
furia di : 208
furia e : 96
furia gli : 16
furia inconsiderata : 16
furia nella : 16
furia raggiunse : 16
furia sopra : 16
furia spaventevole : 16
furia una : 16
furibondo leone : 16
furibondo mio : 16
furibondo pagano : 16
fu ricondotta : 16
fu riconosciuta : 16
fu riconosciuto : 32
fu riferito : 16
fu rinchiuso : 16
fu rinvenuta : 16
furiosamente e : 16
furiosamente l' : 16
furiosamente la : 16
furiosa pazzia : 16
furiosa rabbia : 16
furiose parole : 16
furiosi che : 16
furiosi colpi : 16
furiosi incontri : 16
furiosi leoni : 16
furiosissimi colpi : 16
furioso che : 32
furioso orlando : 16
furioso rombazzo : 16
furioso se : 16
furioso suo : 16
fu ripigliato : 16
fu risposto : 144
fu ristorato : 16
fu ritenuta : 16
fu ritrovato : 16
fu rivoltolarsi : 16
furon ammirate : 16
furon cagione : 16
furono a : 32
furono abbasso : 16
furono accertati : 16
furono affannosi : 16
furono al : 48
furono alcuni : 16
furono all' : 16
furono alla : 16
furono altrettanti : 16
furono ammaccate : 16
furono andati : 16
furono appressati : 16
furono assicurati : 16
furono bastanti : 16
furono causa : 16
furono certi : 16
furono che : 16
furono chiamati : 16
furono colti : 48
furono composti : 16
furono cos : 16
furono da : 32
furono dai : 16
furono dal : 32
furono date : 16
furono davvicino : 16
furono dei : 16
furono dette : 32
furono di : 16
furono dodici : 16
furono e : 64
furono eglino : 16
furono eseguite : 16
furono esse : 16
furono eziandio : 16
furono fatti : 32
furono festeggiate : 16
furono gagliardi : 16
furono galeotti : 16
furono giammai : 16
furono giganti : 16
furono giovevoli : 16
furono gl' : 16
furono gli : 32
furono i : 80
furono il : 48
furono impiegati : 16
furono impressi : 16
furono in : 32
furono incrocichiate : 16
furono insieme : 16
furono intesi : 16
furono invitati : 16
furono la : 32
furono le : 64
furono liberati : 16
furono ma : 16
furono mai : 64
furono malamente : 16
furono molto : 16
furono notate : 16
furono o : 16
furono obbligati : 16
furono pancia : 16
furono pi : 16
furono piacevoli : 16
furono pochi : 16
furono poi : 32
furono poste : 32
furono presenti : 32
furono proprio : 16
furono quelle : 48
furono quelli : 80
furono queste : 16
furono questi : 16
furono quindicimila : 16
furono racconsolati : 16
furono raggiunti : 16
furono ributtate : 16
furono ricevute : 16
furono rimesse : 16
furono s : 16
furono santi : 16
furono sei : 16
furono sempre : 16
furono sempremai : 16
furono senz' : 16
furono senza : 16
furono serviti : 16
furono sopraggiunti : 16
furono sparse : 16
furono stanchi : 16
furono sventuratissime : 16
furono tali : 32
furono tante : 16
furono tenute : 16
furono testimoni : 16
furono tolte : 16
furono tolti : 16
furono tremila : 16
furono troia : 16
furono tronchi : 16
furono tutti : 32
furono uccisi : 32
furono veduti : 16
furono veramente : 16
furon questi : 16
furore aveva : 16
furore che : 32
furore e : 16
furtivamente gli : 16
furto da : 16
furto dell' : 16
fu rubato : 32
fu s : 192
fu sancio : 64
fu scimunito : 16
fu scoperta : 16
fu scorta : 16
fu scritta : 32
fu se : 16
fu sempre : 32
fu seppellita : 16
fu servito : 16
fu signora : 16
fuso di : 16
fu somministrata : 16
fu sopra : 32
fuso una : 16
fu speso : 16
fu spogliato : 16
fu sproposito : 16
fusse conte : 16
fu stabilita : 16
fu stato : 16
fu strappata : 16
fu sua : 16
fu subito : 16
fu sul : 32
fu sull' : 32
fu suo : 16
fu superata : 16
fu svegliato : 16
fu tacciato : 16
fu tagliato : 16
fu tale : 16
fu tanto : 48
fu tentato : 16
fu tenuto : 32
fu terminata : 16
fu tirata : 16
fu tocca : 16
fu tolta : 16
fu tolto : 32
fu tornasse : 32
fu trabalzato : 16
fu tradita : 16
fu tramutato : 16
fu trapassato : 16
fu troia : 32
futura grandezza : 16
future calamit : 16
futuri bisogni : 16
futuri e : 16
futuro eroe : 16
futuro non : 16
fu tutta : 32
fu tutto : 32
fu ubbidito : 16
fu un : 224
fu una : 160
fu universale : 32
fu uno : 80
fu usanza : 16
fu uscito : 16
fu vano : 16
fu veduto : 48
fu ventura : 16
fu venturiere : 16
fu vera : 16
fu verissima : 16
fu verit : 16
fu vicino : 16
fu vinto : 32
fu visto : 32
fu vuotato : 16
fu zoraida : 16
gabbano con : 16
gabbano ed : 16
gabbano in : 16
gabbano molto : 16
gabbano seguitarono : 16
gabbano si : 16
gabbano una : 16
gabbano verde : 144
gabbia al : 16
gabbia capace : 16
gabbia colla : 16
gabbia colle : 16
gabbia come : 16
gabbia da : 16
gabbia dove : 64
gabbia e : 16
gabbia il : 16
gabbia impoltronito : 16
gabbia io : 16
gabbia maledetta : 16
gabbia per : 16
gabbia stette : 16
gabbia un' : 16
gabbia ve : 16
gabbia volontario : 16
gabbie da : 16
gabbie e : 32
gabella poco : 16
gabrio serbelloni : 16
gagliarda complessione : 16
gagliarde donne : 16
gagliardia dei : 16
gagliardia del : 32
gagliardia della : 16
gagliardia di : 32
gagliardia e : 32
gagliardia per : 16
gagliardi il : 16
gagliardo cavaliere : 16
gagliardo cavaliero : 16
gagliardo come : 16
gagliardo e : 32
gagliardo impeto : 16
gagliardo incontro : 16
gagliardo petto : 16
gaglioffo con : 16
gaifero alla : 16
gaifero domandate : 16
gaifero e : 16
gaifero gaifero : 16
gaifero medesimo : 16
gaifero per : 16
gaifero pieno : 16
gaifero si : 32
gaifero sta : 16
gaio and : 16
gala come : 16
gala delle : 16
galalone imbrogliatore : 16
galante di : 16
galante ed : 16
galante mont : 16
galante pastore : 16
galante presenza : 16
galanteria vol : 16
galanterie e : 32
galanterie non : 16
galante signor : 16
galanti che : 16
galanti signore : 32
galantuomo che : 16
galantuomo di : 16
galantuomo e : 32
galantuomo termin : 16
galantuomo venne : 16
galaor poco : 16
galatea di : 16
gala vanno : 16
galea di : 16
galea e : 16
galea nemica : 16
galea seguitato : 16
gale e : 16
galeorre fratello : 16
galeotti avea : 16
galeotti che : 16
galeotti condotta : 16
galeotti e : 32
galeotti ebbero : 16
galeotti era : 16
galeotti gi : 16
galeotti tutti : 16
galera a : 16
galera che : 16
galera oltre : 16
galera pass : 16
galera per : 16
galera perch : 16
galera voltava : 16
galere a : 16
galere alla : 16
galere che : 32
galere con : 16
galere delle : 16
galere di : 16
galere era : 16
galere fecero : 16
galere fummo : 16
galere i : 32
galere in : 16
galere per : 48
galere sparavano : 16
galere successe : 16
galere tutte : 16
galizia appartenenti : 16
galla dell' : 16
galleria che : 16
galleria dei : 16
galleria lucinda : 16
galleria trovavansi : 16
galli d' : 16
gallina comincia : 16
gallina o : 16
gallina per : 32
gallina se : 16
galline senza : 16
galloria nell' : 16
gallo s : 16
gallo vi : 16
gallozze di : 16
galoppando quanto : 16
galoppo del : 16
galoppo dicendo : 16
galoppo nella : 16
galoppo pi : 16
galoppo pot : 16
galoppo venivano : 16
gamba che : 32
gamba rotta : 16
gamba sinistra : 32
gamba tra : 16
gambe all' : 16
gambe che : 16
gambe coi : 16
gambe come : 48
gambe con : 16
gambe del : 16
gambe di : 16
gambe distese : 16
gambe due : 16
gambe e : 32
gambe ed : 16
gambe gli : 16
gambe il : 16
gambe in : 16
gambe intirizzite : 16
gambe io : 16
gambe per : 16
gambe pi : 16
gambe rotte : 32
gambe s : 16
gambetto lo : 16
gambe un : 16
gammurino di : 16
gammurra di : 16
gammurrino a : 16
gammurrino possa : 16
gamurrino grazioso : 16
gamurrito in : 16
ganasce che : 16
ganasce dava : 16
ganasce dell' : 16
ganasce e : 16
gante e : 16
garamanti pentapolino : 16
garante che : 16
garbata aiut : 16
garbatamente e : 16
garbato modo : 16
garbo a : 16
garbo adunque : 16
garbo che : 16
garbo corrispondente : 16
garbo da : 16
garbo del : 16
garbo e : 96
garbo la : 16
garbo narr : 16
garbo signorile : 16
garcia de : 16
garcilasso con : 16
garcilasso e : 16
garcilasso toledo : 16
gareggia coll' : 16
gareggiare col : 16
gareggiare coll' : 16
gareggiare e : 16
gareggiare in : 16
gareggiar meco : 16
gareggiar poteano : 16
garentisco per : 16
garrire sugli : 16
